age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,income
4,Self-emp-inc,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,0,0,1,United-States,<=50K
3,Local-gov,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,2,United-States,<=50K
3,Private,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,3,Mexico,<=50K
4,,10th,6,Widowed,,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,3,Germany,>50K
1,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,1,Canada,<=50K
0,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
0,Private,7th-8th,4,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,2,Dominican-Republic,<=50K
4,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,>50K
1,Private,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,2,United-States,<=50K
0,Private,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Wife,Black,Female,4,0,2,United-States,>50K
4,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
4,Self-emp-inc,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Male,0,0,2,United-States,<=50K
2,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
1,Private,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
0,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,2,Taiwan,<=50K
3,Local-gov,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K
3,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,>50K
1,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
3,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,Other,Male,0,0,2,United-States,<=50K
0,Private,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
3,State-gov,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,2,United-States,<=50K
2,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,>50K
0,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,1,0,1,United-States,<=50K
0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,United-States,<=50K
0,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0,2,0,United-States,<=50K
4,Private,Some-college,10,Divorced,Sales,Unmarried,Black,Female,0,0,2,United-States,<=50K
0,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
0,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,3,United-States,<=50K
4,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
0,Federal-gov,Assoc-acdm,12,Never-married,Exec-managerial,Unmarried,White,Female,0,0,1,United-States,<=50K
1,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,3,2,United-States,>50K
4,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K
1,Local-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Male,0,3,2,United-States,<=50K
3,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,1,0,2,United-States,<=50K
4,Private,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,0,0,1,United-States,<=50K
0,Private,5th-6th,3,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,2,Mexico,<=50K
1,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,>50K
2,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,2,United-States,<=50K
4,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,,9th,5,Divorced,,Own-child,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
2,State-gov,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,3,United-States,<=50K
1,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
1,,Bachelors,13,Never-married,,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,2,Jamaica,<=50K
1,Self-emp-inc,Some-college,10,Separated,Sales,Own-child,White,Female,0,0,2,United-States,<=50K
0,Private,10th,6,Never-married,Other-service,Own-child,White,Female,0,2,0,United-States,<=50K
1,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
0,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K
4,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,1,United-States,<=50K
0,State-gov,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,2,United-States,<=50K
2,Private,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,0,United-States,<=50K
3,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,12th,8,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,2,,<=50K
3,Private,Some-college,10,Widowed,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
0,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,3,United-States,<=50K
2,Private,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,>50K
3,Self-emp-inc,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
2,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,2,United-States,>50K
0,,11th,7,Never-married,,Own-child,White,Male,0,0,0,Peru,<=50K
3,Local-gov,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,>50K
0,,Bachelors,13,Never-married,,Not-in-family,White,Male,0,0,1,United-States,<=50K
1,Private,Bachelors,13,Never-married,Other-service,Unmarried,White,Male,0,0,2,,<=50K
2,Self-emp-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Self-emp-not-inc,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,3,United-States,<=50K
0,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,3,Haiti,<=50K
4,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
2,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,3,United-States,<=50K
3,Private,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,9,Never-married,Priv-house-serv,Other-relative,White,Female,0,0,0,United-States,<=50K
2,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,1,0,2,United-States,<=50K
4,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,3,United-States,>50K
1,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
0,Private,11th,7,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,0,United-States,<=50K
2,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,2,United-States,<=50K
4,Private,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,1,Guatemala,<=50K
1,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,4,0,1,United-States,>50K
4,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
2,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,3,United-States,>50K
4,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,<=50K
2,,HS-grad,9,Divorced,,Unmarried,White,Female,0,0,2,United-States,<=50K
3,State-gov,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K
3,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,1,United-States,<=50K
0,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,1,United-States,<=50K
3,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
2,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
3,Private,HS-grad,9,Separated,Adm-clerical,Other-relative,White,Female,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
1,Private,Bachelors,13,Never-married,Protective-serv,Own-child,White,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,0,3,United-States,>50K
2,Private,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,2,United-States,<=50K
4,Federal-gov,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,2,United-States,<=50K
2,Local-gov,Some-college,10,Separated,Protective-serv,Own-child,Other,Male,0,0,3,United-States,<=50K
3,Self-emp-not-inc,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,11th,7,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,3,United-States,<=50K
1,Local-gov,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2,2,United-States,<=50K
2,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
0,,Some-college,10,Never-married,,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Local-gov,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,State-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,>50K
0,Private,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
0,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,0,,<=50K
2,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,,Bachelors,13,Never-married,,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,1,0,3,United-States,<=50K
1,,10th,6,Never-married,,Own-child,White,Female,0,0,2,United-States,<=50K
0,Private,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,3,United-States,<=50K
2,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,3,Iran,<=50K
2,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,3,United-States,>50K
4,Private,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Federal-gov,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Male,2,0,2,United-States,>50K
2,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,3,0,2,,>50K
2,Private,12th,8,Separated,Craft-repair,Not-in-family,Black,Male,0,0,2,United-States,<=50K
3,Private,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,4,3,United-States,>50K
1,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,United-States,<=50K
3,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,3,United-States,>50K
3,State-gov,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
4,,HS-grad,9,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
4,Local-gov,HS-grad,9,Divorced,Transport-moving,Other-relative,White,Male,0,0,2,United-States,<=50K
0,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Female,0,0,1,United-States,<=50K
2,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,2,0,2,United-States,>50K
1,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,Assoc-acdm,12,Married-spouse-absent,Sales,Own-child,Black,Female,0,0,2,United-States,<=50K
0,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Unmarried,Asian-Pac-Islander,Female,0,0,2,United-States,<=50K
3,,Assoc-voc,11,Married-civ-spouse,,Wife,Black,Female,0,0,1,United-States,>50K
2,Private,Bachelors,13,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,1,3,,>50K
2,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,2,United-States,>50K
4,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,Italy,>50K
2,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,2,,<=50K
0,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,Puerto-Rico,<=50K
4,Self-emp-not-inc,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Male,4,0,0,United-States,>50K
4,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,3,0,3,United-States,>50K
2,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
1,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2,3,United-States,>50K
1,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,3,United-States,<=50K
1,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,11th,7,Divorced,Craft-repair,Unmarried,White,Female,0,0,3,United-States,<=50K
2,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,3,2,United-States,>50K
1,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,3,United-States,>50K
2,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,1,United-States,<=50K
3,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
2,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,2,United-States,>50K
